Log (ln) mass	psi(m)
0.	8.635011058577386e-6
0.05298317366548037	9.994461270191918e-6
0.10596634733096073	0.000011566625888415786
0.15894952099644108	0.000013384375613102993
0.21193269466192147	0.00001548439665171049
0.2649158683274018	0.00001791018251335592
0.31789904199288216	0.0000207117726009683
0.3708822156583626	0.000023945232126886033
0.42386538932384293	0.000027674366001498917
0.47684856298932327	0.00003197444944304717
0.5298317366548037	0.00003692983035438704
0.582814910320284	0.00004263319972537573
0.6357980839857643	0.000049195545502066064
0.6887812576512448	0.000056740116990150845
0.7417644313167252	0.00006540303780345062
0.7947476049822054	0.0000753406496377562
0.8477307786476859	0.00008672998296428302
0.9007139523131662	0.00009976564631040564
0.9536971259786465	0.00011466255323174517
1.0066802996441269	0.00013166707726906192
1.0596634733096073	0.0001510472137039516
1.1126466469750875	0.00017309199380952017
1.165629820640568	0.00019812883552609725
1.2186129943060484	0.0002265108524913956
1.2715961679715286	0.000258615864855911
1.324579341637009	0.00029485513340055895
1.3775625153024895	0.0003356722801054815
1.43054568896797	0.000381533849244073
1.4835288626334504	0.0004329303714506303
1.5365120362989304	0.0004903835879999666
1.5894952099644108	0.0005544284572527512
1.6424783836298913	0.0006256137835365615
1.6954615572953717	0.0007045006838642303
1.748444730960852	0.0007916474779456146
1.8014279046263324	0.0008876066937760451
1.8544110782918126	0.0009929176118793207
1.907394251957293	0.0011080832578890451
1.9603774256227735	0.0012335692468687348
2.0133605992882537	0.0013698066162354558
2.066343772953734	0.0015171322675604944
2.1193269466192146	0.0016758122589533042
2.1723101202846946	0.0018460386536003981
2.225293293950175	0.0020278737607996476
2.2782764676156555	0.0022212496137136027
2.331259641281136	0.002425984114291543
2.3842428149466164	0.0026417552829461626
2.437225988612097	0.0028680392052009545
2.490209162277577	0.0031041709298181507
2.5431923359430573	0.003349350627076019
2.5961755096085377	0.003602530908898344
2.649158683274018	0.003862517738429682
2.7021418569394986	0.004127970369491618
2.755125030604979	0.004397350379107999
2.8081082042704595	0.004668953807241522
2.86109137793594	0.004940959599526174
2.9140745516014204	0.005211421969082368
2.967057725266901	0.005478259739907884
3.0200408989323804	0.005739338739855157
3.073024072597861	0.005992469262232459
3.1260072462633413	0.006235425750600201
3.1789904199288217	0.006466007091461452
3.231973593594302	0.006682042222296765
3.2849567672597826	0.006881428113544284
3.337939940925263	0.007062197736347623
3.3909231145907435	0.007222509720159725
3.443906288256224	0.007360650474846552
3.496889461921704	0.007475187182333735
3.5498726355871844	0.007564878702620595
3.602855809252665	0.007628680275024481
3.655838982918145	0.007665880457655661
3.7088221565836252	0.0076760447283039665
3.7618053302491057	0.007658978120755967
3.814788503914586	0.007614782223996957
3.8677716775800666	0.00754391107114085
3.920754851245547	0.0074470513157395
3.973738024911027	0.007325109917731798
4.0267211985765075	0.007179359017335294
4.079704372241988	0.007011243464099861
4.132687545907468	0.0068223916978244915
4.185670719572949	0.006614658543423493
4.238653893238429	0.0063900432680441275
4.29163706690391	0.006150642702798134
4.344620240569389	0.00589865221271345
4.39760341423487	0.005636328336693104
4.45058658790035	0.005365930413560599
4.5035697615658306	0.005089723422608408
4.556552935231311	0.004809915857296987
4.609536108896791	0.004528639323151687
4.662519282562272	0.0042479493015015815
4.715502456227752	0.003969772660558662
4.768485629893233	0.0036958728585848397
4.821468803558713	0.0034278804350633975
4.874451977224194	0.0031672832532555497
4.927435150889674	0.002915327051299871
4.980418324555154	0.002673109251668129
5.033401498220634	0.002441576932039484
5.0863846718861145	0.0022214378881364595
5.139367845551595	0.0020132360213815535
5.192351019217075	0.001817371254601914
5.245334192882556	0.0016340678125710184
5.298317366548036	0.0014633756289678548
