4.865399357235852e-16	9.306402882110942e-16	1.0515354813765587e-15	1.2232840986917794e-15	1.5466303540853134e-15	2.029015517033826e-15	1.9495803148349525e-15	2.7934039080286438e-15	3.3144127591794916e-15	1.0751461763809047e-14	inf	inf
4.873258300901129e-16	9.321522995013026e-16	1.0532509074701114e-15	1.2252863346577834e-15	1.5491680733570767e-15	2.0323521744582087e-15	1.952790053677346e-15	2.7980046882071752e-15	3.319876274564979e-15	1.0769168644702076e-14	inf	inf
4.881121921233609e-16	9.336657599272195e-16	1.0549682094265048e-15	1.2272906303457228e-15	1.55170914469706e-15	2.035691708755938e-15	1.9560033798539972e-15	2.8026137121916435e-15	3.3253455956312807e-15	1.0786889775351795e-14	inf	inf
4.889021395557592e-16	9.351858884857936e-16	1.0566933302691718e-15	1.229304629024235e-15	1.5542617436107426e-15	2.0390472128770625e-15	1.9592326141882365e-15	2.8072447832543594e-15	3.330842598340478e-15	1.0804698196978286e-14	inf	inf
4.896902636134793e-16	9.367028508706325e-16	1.0584149061149412e-15	1.2313146334691216e-15	1.556810474767369e-15	2.0423978203051415e-15	1.9624556884003403e-15	2.8118698126689844e-15	3.3363281814015584e-15	1.0822476654713599e-14	inf	inf
4.904836711969928e-16	9.382305125164041e-16	1.0601489198365023e-15	1.2333388709509715e-15	1.5593771664459134e-15	2.0457724961202504e-15	1.965703704555459e-15	2.8165255214675223e-15	3.3418576844013404e-15	1.0840383522185277e-14	inf	inf
4.912736282518757e-16	9.397515726222776e-16	1.0618761186152315e-15	1.235355522654483e-15	1.5619339119342649e-15	2.0491334250947576e-15	1.9689379367110878e-15	2.821165333021156e-15	3.3473683365792093e-15	1.0858227345296158e-14	inf	inf
4.920638259208195e-16	9.412737432611026e-16	1.0636036708876268e-15	1.237373349515305e-15	1.564492416752689e-15	2.0524979549636297e-15	1.9721755518136753e-15	2.8258119468419954e-15	3.352876627367562e-15	1.0876065613367177e-14	inf	inf
4.928576443701066e-16	9.428026296154583e-16	1.0653399544133635e-15	1.239401466600846e-15	1.5670646548954418e-15	2.055879625131279e-15	1.975429927447611e-15	2.8304788394446865e-15	3.3584219426409043e-15	1.0894011576144947e-14	inf	inf
4.936474096500756e-16	9.443243279030341e-16	1.0670683487515478e-15	1.2414201953254561e-15	1.5696248053570566e-15	2.0592473288362414e-15	1.978670355719419e-15	2.8351272503775323e-15	3.363936610350873e-15	1.091189090019308e-14	inf	inf
4.944409246852922e-16	9.458532779927365e-16	1.0688049779825092e-15	1.2434487576468162e-15	1.57219815264239e-15	2.062630808638474e-15	1.9819283095328296e-15	2.839799797747267e-15	3.3694836689478546e-15	1.0929835941030028e-14	inf	inf
4.952378477102818e-16	9.473894184959833e-16	1.0705501144346064e-15	1.2454878710583335e-15	1.574784014386835e-15	2.066032264702453e-15	1.9852014627910665e-15	2.8444942324718773e-15	3.3750576582259616e-15	1.0947898839969382e-14	inf	inf
4.960318587695061e-16	9.489202199426455e-16	1.0722890172382925e-15	1.2475199284033876e-15	1.5773628327705605e-15	2.0694232587867566e-15	1.988465181488334e-15	2.8491759413681347e-15	3.3806143713515577e-15	1.0965881613613276e-14	inf	inf
