7.8775310686872e-22	9.071963217178088e-22	6.908754591102067e-22	5.502487982457395e-22	4.4267822834136e-22	4.326631871235063e-22	2.5476612884045587e-22	1.9499994043996764e-22	1.106158019273216e-22	3.644393997920429e-23	4.84548893286793e-23	2.4877388106758284e-23
1.1757418065739005e-21	1.3570804261577543e-21	1.0361284931450645e-21	8.276512568084578e-22	6.679262448196435e-22	6.550863750196096e-22	3.871070186149755e-22	2.974601772727658e-22	1.694370271471484e-22	5.606787921245127e-23	7.489415879246023e-23	3.865069811936018e-23
1.7556133572808476e-21	2.0311327092468194e-21	1.5549166317985076e-21	1.2457481768089578e-21	1.0086049313609863e-21	9.928295171434061e-22	5.888348781894017e-22	4.543304756373045e-22	2.5992367923078273e-22	8.64057952035117e-23	1.1599389700090828e-22	6.018912056289713e-23
2.6223136068294277e-21	3.041216389622406e-21	2.334722525426607e-21	1.8762090695935954e-21	1.5241998925824078e-21	1.5060344031463413e-21	8.966323148352289e-22	6.948066641960907e-22	3.9933789479804382e-22	1.3339259304992651e-22	1.8002292144284413e-22	9.395863103379135e-23
3.9180502839235365e-21	4.55541205301345e-21	3.50728751209959e-21	2.827507259177759e-21	2.305108670684257e-21	2.2865212014769266e-21	1.3668265817587196e-21	1.0639740820269143e-21	6.1449542365849155e-22	2.0631115317949215e-22	2.800120849954977e-22	1.4706580145950392e-22
5.856082860353203e-21	6.826369041753133e-21	5.271288897876933e-21	4.264003717974784e-21	3.4889451534453354e-21	3.474758748230682e-21	2.08603781166312e-21	1.6315844189688162e-21	9.471619203941893e-22	3.1972928051714957e-22	4.365885258843619e-22	2.3086853836284906e-22
8.755975213376628e-21	1.0233685639453883e-20	7.92673782011693e-21	6.434800346851183e-21	5.2853289916510955e-21	5.286069937937973e-21	3.1876585008384086e-21	2.505731979787369e-21	1.4626022419817386e-21	4.9661300408647075e-22	6.82561302967695e-22	3.636182432168784e-22
1.3096936464687084e-20	1.5348687627869327e-20	1.1926919086247054e-20	9.717428710413345e-21	8.013713341504452e-21	8.050995871136253e-21	4.87745934266727e-21	3.8543983688577666e-21	2.2630763065064508e-21	7.73279559909543e-22	1.07034143299868e-21	5.748074360359605e-22
1.96005008827682e-20	2.3034523371430934e-20	1.795964717317187e-20	1.4686779402415187e-20	1.2162905046677646e-20	1.2277822801234158e-20	7.474317468383981e-21	5.94014727602454e-21	3.509669330753843e-21	1.2074491120089921e-21	1.6842154183948933e-21	9.12528710334229e-22
2.935596012601654e-20	3.459883054509974e-20	2.7070900938569492e-20	2.2221931119628e-20	1.8483809411132052e-20	1.8751786419108708e-20	1.1474872373697828e-20	9.174844991227778e-21	5.457323652837235e-21	1.891473532975463e-21	2.6607073871276914e-21	1.4557761634132765e-21
4.401478450101408e-20	5.2029719449573494e-20	4.085521844121491e-20	3.367162015673817e-20	2.813517913249923e-20	2.869256217447842e-20	1.7656132419152885e-20	1.420740512827025e-20	8.512260366116287e-21	2.974249154258248e-21	4.222747357581549e-21	2.3351936576055987e-21
6.610060627362739e-20	7.837104308783145e-20	6.176336225751182e-20	5.111933488068603e-20	4.291737567378364e-20	4.4007987427130775e-20	2.724118493763461e-20	2.2069546446576186e-20	1.3327713794600042e-20	4.697757767703279e-21	6.73748725235699e-21	3.768491775053383e-21
9.949748257059328e-20	1.1832579818722392e-19	9.360039036411823e-20	7.78109719597683e-20	6.565069912894301e-20	6.770613535061338e-20	4.2173448297495316e-20	3.4417137788058906e-20	2.0963011849518965e-20	7.459068465998553e-21	1.081516734140266e-20	6.1211386452637556e-21
1.5026767941698875e-19	1.792635438534821e-19	1.4235471238111378e-19	1.1887865699091004e-19	1.0081846650333649e-19	1.0459932400051723e-19	6.55877660344573e-20	5.394465816523929e-20	3.315963332638638e-20	1.191933206597925e-20	1.7481140823815498e-20	1.0015237179256682e-20
2.28066020510506e-19	2.7296120809636416e-19	2.176268218768074e-19	1.8258877451289657e-19	1.5568227308564376e-19	1.6253304114479087e-19	1.026343027591164e-19	8.51186930631777e-20	5.283385734137207e-20	1.9195787055470442e-20	2.848229010856638e-20	1.653099517353266e-20
3.4865653723688815e-19	4.1871266176065764e-19	3.352064881278564e-19	2.8259726870992816e-19	2.4230681281294777e-19	2.546222610327516e-19	1.6197602453057577e-19	1.355172758756338e-19	8.497524311129548e-20	3.1210165816545714e-20	4.6858109662966927e-20	2.7585287524910805e-20
5.386923049639968e-19	6.493035744325698e-19	5.220421106554087e-19	4.423302370813839e-19	3.814833067093714e-19	4.0359769800595544e-19	2.5871968489834616e-19	2.184377876858917e-19	1.3837869625555375e-19	5.1367864716925204e-20	7.80720671219371e-20	4.6665785765595444e-20
8.444384733107946e-19	1.0219777881432198e-18	8.254604487962682e-19	7.031511097518218e-19	6.101004124361554e-19	6.500470006071306e-19	4.2002981588766948e-19	3.5789582047846154e-19	2.2894625945122786e-19	8.588392898498545e-20	1.3222332758623223e-19	8.027629183263773e-20
1.3425458845529258e-18	1.632248739825322e-18	1.325155685482761e-18	1.1353076646656897e-18	9.914388574157951e-19	1.0643616097429243e-18	6.935776370537381e-19	5.96337974256325e-19	3.85068171651424e-19	1.460415134718926e-19	2.2792854924048774e-19	1.4059771265982898e-19
2.1370619403963024e-18	2.6110040103435313e-18	2.1320574180216637e-18	1.8384076358092003e-18	1.6172961378499394e-18	1.7514058171637828e-18	1.1520646466439776e-18	9.99905183006661e-19	6.525489919125844e-19	2.506737304643861e-19	3.9732887707610174e-19	2.494420989403803e-19
