5.917046516564805e-16	1.0993643063992055e-15	1.2550733386988048e-15	1.5857913010986147e-15	1.8540743866378714e-15	2.487625188576149e-15	2.4522885418117852e-15	3.101722041237543e-15	4.338793197758485e-15	1.6388169081619492e-14	inf	inf
5.92660415650845e-16	1.1011504436042933e-15	1.2571208069893735e-15	1.5883868783492562e-15	1.8571165617056407e-15	2.4917160163617732e-15	2.45632592653788e-15	3.1068306262315084e-15	4.345945313416002e-15	1.6415159212297337e-14	inf	inf
5.93616748397235e-16	1.102938292671734e-15	1.259170514239521e-15	1.5909851256984718e-15	1.860162755176264e-15	2.4958103712680826e-15	2.4603678236088262e-15	3.1119483649302086e-15	4.353105029107146e-15	1.6442171063502786e-14	inf	inf
5.945774415202342e-16	1.1047340187966441e-15	1.26122955381927e-15	1.5935959514160827e-15	1.863222767707841e-15	2.4999243055884486e-15	2.4644297308287656e-15	3.1170905841232433e-15	4.3603009819638535e-15	1.6469315970037644e-14	inf	inf
5.955359171494584e-16	1.1065260047241476e-15	1.26328436222359e-15	1.5962015992515115e-15	1.8662781436374837e-15	2.5040322364372495e-15	2.46848388951082e-15	3.122226094829548e-15	4.367481985719417e-15	1.649641520340491e-14	inf	inf
5.965008183288986e-16	1.1083306296763348e-15	1.2653540160102792e-15	1.598825697932683e-15	1.8693550503379218e-15	2.5081696757473325e-15	2.4725694215303057e-15	3.1273956711147763e-15	4.3747204836813844e-15	1.6523710168340364e-14	inf	inf
5.97461523154265e-16	1.1101274562370026e-15	1.2674155357366306e-15	1.6014399628709704e-15	1.8724200337132856e-15	2.5122902610774148e-15	2.4766376152828054e-15	3.1325475955184512e-15	4.381934304626989e-15	1.6550909036422468e-14	inf	inf
5.984225206019808e-16	1.1119255946689734e-15	1.2694774773797728e-15	1.6040557512119097e-15	1.8754871261438717e-15	2.5164152611965656e-15	2.4807100642906547e-15	3.1377070729802652e-15	4.389145034352064e-15	1.657809943710409e-14	inf	inf
5.99387921455079e-16	1.113731666368008e-15	1.271549840319653e-15	1.6066848791759697e-15	1.878570681852069e-15	2.5205612757626836e-15	2.4848035956097416e-15	3.1428890674667233e-15	4.3964042316625885e-15	1.6605453993981606e-14	inf	inf
6.003483930537351e-16	1.1155292468119896e-15	1.2736127870209602e-15	1.6093018366384172e-15	1.88163974705196e-15	2.524690167086478e-15	2.488879583175399e-15	3.148050540394322e-15	4.403623309214605e-15	1.6632706975204325e-14	inf	inf
6.013134249103671e-16	1.1173353938015161e-15	1.2756855625816394e-15	1.611931541779185e-15	1.884724632381579e-15	2.528838400311119e-15	2.4929776153239514e-15	3.153238813784997e-15	4.410884788655117e-15	1.6660060126791806e-14	inf	inf
6.022826013875197e-16	1.1191500348183262e-15	1.2777684920426136e-15	1.614574924713203e-15	1.8878245198337412e-15	2.5330086728948193e-15	2.4970947661638992e-15	3.158451390317386e-15	4.418181522200825e-15	1.6687592926370627e-14	inf	inf
6.032482364828401e-16	1.1209583688137087e-15	1.2798439812544833e-15	1.6172091605906794e-15	1.8909159638238497e-15	2.5371661188224674e-15	2.501200049698055e-15	3.1636498364255352e-15	4.425455640080217e-15	1.6715003593078724e-14	inf	inf
6.042152081766626e-16	1.12276939837971e-15	1.2819237123178333e-15	1.619848179858209e-15	1.894011848481071e-15	2.5413312100151205e-15	2.5053138448854966e-15	3.1688618024633934e-15	4.432746163662392e-15	1.674247904129747e-14	inf	inf
6.05184497853651e-16	1.124585021152248e-15	1.284009181433549e-15	1.622495542688144e-15	1.8971182456782357e-15	2.5455098213932402e-15	2.509441110924103e-15	3.174087379788414e-15	4.440061067181268e-15	1.6770059076379526e-14	inf	inf
6.061532147056262e-16	1.1264002707664765e-15	1.286093755059641e-15	1.6251423494635728e-15	1.9002244906329295e-15	2.549688799784447e-15	2.513568255247313e-15	3.179313659076376e-15	4.4473773577460325e-15	1.6797622303622466e-14	inf	inf
6.071230821117073e-16	1.128217454823143e-15	1.2881812308203238e-15	1.6277926663188031e-15	1.9033343280719144e-15	2.553874341454581e-15	2.5177028689385038e-15	3.1845495345694686e-15	4.4547062813487416e-15	1.682522099848713e-14	inf	inf
6.080906989465922e-16	1.1300328054534884e-15	1.2902666902152227e-15	1.6304410960036057e-15	1.906442821277014e-15	2.558057000527471e-15	2.521834782312329e-15	3.189781100853106e-15	4.462024770671572e-15	1.685281100228707e-14	inf	inf
6.090633530711785e-16	1.1318557638042953e-15	1.2923615761500384e-15	1.6331016996553182e-15	1.9095661927689616e-15	2.5622601293801888e-15	2.525986685217088e-15	3.195040347491005e-15	4.4693866788034436e-15	1.6880524282694664e-14	inf	inf
6.100348472351013e-16	1.133677199782256e-15	1.2944549153774357e-15	1.6357604840644176e-15	1.9126876592148226e-15	2.5664608478766576e-15	2.5301362502873217e-15	3.2002959038322507e-15	4.476739902314185e-15	1.690823399140947e-14	inf	inf
6.110068302297782e-16	1.1355004542025442e-15	1.2965510875915855e-15	1.6384231323873995e-15	1.91581393259144e-15	2.570668602027919e-15	2.534292937098475e-15	3.2055642901110416e-15	4.4841090680212524e-15	1.6935986409336003e-14	inf	inf
6.119783307465409e-16	1.1373247535459493e-15	1.2986475228327987e-15	1.6410868523063936e-15	1.918942076155485e-15	2.574879680715821e-15	2.538453332340796e-15	3.2108322767129213e-15	4.4914884254036974e-15	1.6963734344466285e-14	inf	inf
6.1295076305928985e-16	1.1391525358945952e-15	1.3007492383023607e-15	1.6437585285630325e-15	1.9220786167897295e-15	2.5791025950273845e-15	2.542626363864092e-15	3.216118634376582e-15	4.498880713665659e-15	1.699158223459954e-14	inf	inf
