7.086854848381406e-10	3.1605349020182297e-10	8.746359050222103e-11
7.09594385655387e-10	3.164613473717667e-10	8.757868479613272e-11
7.105033603181462e-10	3.168696146548433e-10	8.769386891627456e-11
7.114137677993106e-10	3.172783582873942e-10	8.780928919376385e-11
7.123147320414887e-10	3.176832074647285e-10	8.792363109938937e-11
7.132146782823556e-10	3.1808772300451247e-10	8.803796507405797e-11
7.141158342246848e-10	3.1849244286824657e-10	8.81524311846775e-11
7.150078649456733e-10	3.1889354992343747e-10	8.826595960486682e-11
7.158995855196256e-10	3.1929444281057016e-10	8.837948578199073e-11
7.1679309885044e-10	3.1969615440769466e-10	8.849333985990267e-11
7.176742481380461e-10	3.2009265215566276e-10	8.86057615507157e-11
7.185571883495492e-10	3.2049000856775165e-10	8.871847227130791e-11
7.194392983291344e-10	3.2088687313221134e-10	8.883116564174101e-11
7.203124155184298e-10	3.21279970935836e-10	8.894289781911064e-11
7.211856660143983e-10	3.2167324987897287e-10	8.905468364573175e-11
7.2205199987316e-10	3.220634095726859e-10	8.916574305675868e-11
7.229194613442236e-10	3.2245428733829077e-10	8.927702644830586e-11
7.237773066467771e-10	3.228409200482418e-10	8.938723515841271e-11
7.246338510670208e-10	3.232267368963788e-10	8.94973894376723e-11
7.254833165140406e-10	3.236101101353459e-10	8.960681676004764e-11
7.263342924459393e-10	3.239939890019052e-10	8.97164935733523e-11
7.271728856178489e-10	3.2437242696744726e-10	8.982480927378221e-11
7.280121276338676e-10	3.247511531247487e-10	8.993325232103144e-11
7.288473210861592e-10	3.2512815269462653e-10	9.004134871887917e-11
7.296740929170718e-10	3.255017448192787e-10	9.014855270835562e-11
7.304973996445576e-10	3.2587393648669134e-10	9.025541069091836e-11
7.313134566050405e-10	3.2624275949172517e-10	9.036153302194251e-11
7.321229677072411e-10	3.2660914454856007e-10	9.046696164917435e-11
7.329306992586044e-10	3.2697447761906195e-10	9.057229986472726e-11
7.337298132165376e-10	3.2733629715957007e-10	9.067673876056771e-11
7.345253121945227e-10	3.2769668383330123e-10	9.078082461955248e-11
7.353112476535093e-10	3.2805290857898426e-10	9.088392368522562e-11
7.360927538444705e-10	3.284071519918258e-10	9.098660378211984e-11
7.368680596896382e-10	3.2875881895644137e-10	9.108864785990014e-11
7.37635620131966e-10	3.29107089800851e-10	9.118987057603298e-11
7.383967164600848e-10	3.294529490723069e-10	9.129054964542947e-11
7.391512975976885e-10	3.2979581096969834e-10	9.139045825049955e-11
7.398976902768788e-10	3.3013503802654516e-10	9.148955576665028e-11
7.406383733059637e-10	3.304721621728878e-10	9.158814010847771e-11
7.413673137757798e-10	3.3080393484043835e-10	9.168543186156435e-11
7.420925927959039e-10	3.311343259966296e-10	9.178241586177687e-11
7.428054441151625e-10	3.314593818355457e-10	9.187806493702604e-11
7.435119624576792e-10	3.3178169648233746e-10	9.1973138169071e-11
7.442713664567105e-10	3.3212779903319434e-10	9.207476349846495e-11
7.454093514480553e-10	3.326390823146782e-10	9.221911583432723e-11
7.462636812251339e-10	3.330264536397412e-10	9.233129276279329e-11
7.472914079365416e-10	3.334898953007791e-10	9.246354886946659e-11
7.480604514720353e-10	3.338398855732504e-10	9.256627530412462e-11
7.489866620365769e-10	3.3425930929941263e-10	9.268728304377045e-11
7.496743334426124e-10	3.3457444519253623e-10	9.278101030782264e-11
7.505061079058287e-10	3.349528783777703e-10	9.289172189687831e-11
7.511217576439985e-10	3.3523650229047774e-10	9.297747592471325e-11
7.51865984250085e-10	3.355767028884251e-10	9.307831126102326e-11
7.52413554050214e-10	3.3583112812591886e-10	9.315662793278219e-11
7.530760501145024e-10	3.361360045954849e-10	9.324852880685043e-11
7.535624687282415e-10	3.363636453666404e-10	9.332012246534692e-11
7.541511317979342e-10	3.366365627607317e-10	9.34037840608516e-11
7.545765821871471e-10	3.3683774223097085e-10	9.346854574849853e-11
7.550987152201045e-10	3.370817194953676e-10	9.35449220330931e-11
7.554692886324349e-10	3.3725922038882495e-10	9.360378839782437e-11
7.5592848088206e-10	3.3747586356470323e-10	9.367316644319585e-11
7.562508153723659e-10	3.376323402368555e-10	9.372659695544799e-11
7.566488376355655e-10	3.3782224212052695e-10	9.378923896098603e-11
7.569254804741649e-10	3.379588419023136e-10	9.383764949057857e-11
7.572702890425453e-10	3.3812618333889577e-10	9.389449614242844e-11
7.575033243350817e-10	3.382435360920601e-10	9.393807393774077e-11
7.577986197667514e-10	3.3838925327633505e-10	9.398942987304283e-11
7.579921840819352e-10	3.384895970659012e-10	9.402867869920856e-11
7.58242287982297e-10	3.3861579199542395e-10	9.40751144363979e-11
7.584000781985959e-10	3.3870088673830976e-10	9.411059430329312e-11
7.58607896233803e-10	3.388086728696626e-10	9.415238873910378e-11
7.587330390889747e-10	3.388797210068877e-10	9.418438776047954e-11
7.589041252416637e-10	3.3897137480042964e-10	9.422217314048265e-11
7.589974616709527e-10	3.3902892864705264e-10	9.425072696667616e-11
7.591342061090135e-10	3.3910551407371706e-10	9.428478668309544e-11
7.591999343816642e-10	3.3915098751138357e-10	9.431035712881217e-11
7.59303115327958e-10	3.3921342789928306e-10	9.43408392537504e-11
7.593422313541342e-10	3.3924732209024027e-10	9.436357737673985e-11
7.594154389763955e-10	3.392970441147917e-10	9.439099911618709e-11
7.594297928051625e-10	3.3932024115880705e-10	9.441116179478538e-11
7.594742713306485e-10	3.393575654281253e-10	9.443554193791305e-11
7.59465026629454e-10	3.393707154935811e-10	9.445328558333072e-11
7.594831232869123e-10	3.3939672659626334e-10	9.447491795857397e-11
