1.00000000e+14	5.61314639e-08
1.25892541e+14	9.67455067e-08
1.58489319e+14	1.69418450e-07
1.99526231e+14	3.03150125e-07
2.51188643e+14	5.55687647e-07
3.16227766e+14	1.04111021e-06
3.98107171e+14	1.99814258e-06
5.01187234e+14	3.93652018e-06
6.30957344e+14	7.59712700e-06
7.94328235e+14	1.37454461e-05
1.00000000e+15	2.40536167e-05
1.25892541e+15	4.16947085e-05
1.58489319e+15	7.18793467e-05
1.99526231e+15	1.21367868e-04
2.51188643e+15	1.91773117e-04
3.16227766e+15	2.61661634e-04
3.98107171e+15	2.87424279e-04
5.01187234e+15	2.61727773e-04
6.30957344e+15	2.31136603e-04
7.94328235e+15	2.55549801e-04
1.00000000e+16	3.73580655e-04
1.25892541e+16	6.22273466e-04
1.58489319e+16	1.16190590e-03
1.99526231e+16	2.80225349e-03
2.51188643e+16	5.38944563e-03
3.16227766e+16	7.52338417e-03
3.98107171e+16	1.26047924e-02
5.01187234e+16	2.47293668e-02
6.30957344e+16	6.83890640e-02
7.94328235e+16	3.53374023e-01
1.00000000e+17	2.87769484e+00
1.25892541e+17	3.22346014e+01
1.58489319e+17	8.03552152e+02
1.99526231e+17	4.26329885e+04
2.51188643e+17	6.23452566e+06
3.16227766e+17	3.20607992e+09
3.98107171e+17	8.43904119e+12
5.01187234e+17	1.60776209e+17
6.30957344e+17	3.61452967e+22
7.94328235e+17	1.68737575e+29
