5.00000000e+14	1.35468293e-06	4.68996056e+00
6.23514064e+14	3.23336300e-06	5.61116193e+00
7.77539577e+14	6.85401457e-06	6.01004953e+00
9.69613724e+14	1.35336478e-05	6.05642579e+00
1.20913559e+15	2.61280822e-05	5.99122185e+00
1.50782609e+15	5.01733388e-05	5.90843454e+00
1.88030155e+15	9.63980159e-05	5.84658624e+00
2.34478892e+15	1.85495569e-04	5.78151967e+00
2.92401774e+15	3.57657419e-04	5.74560081e+00
3.64633237e+15	6.91350551e-04	5.66309401e+00
4.54707903e+15	1.34069892e-03	5.66329073e+00
5.67033545e+15	2.61071056e-03	5.60051589e+00
7.07106781e+15	5.11096895e-03	5.51650737e+00
8.81782046e+15	1.00752984e-02	5.46995111e+00
1.09960702e+16	2.00431001e-02	5.49387666e+00
1.37124088e+16	4.03557409e-02	5.46663122e+00
1.70997595e+16	8.25734990e-02	5.46863793e+00
2.13238811e+16	1.72663540e-01	5.42848067e+00
2.65914795e+16	3.71824082e-01	5.45816154e+00
3.31603229e+16	8.33405389e-01	5.39590738e+00
4.13518554e+16	1.97235589e+00	5.37758089e+00
5.15669269e+16	5.02328391e+00	5.38370412e+00
6.43054083e+16	1.41107384e+01	1.49261694e+01
8.01906530e+16	4.51047790e+01	4.77112928e+01
1.00000000e+17	1.70591547e+02	1.80449687e+02
