1.00000000e+11	1.56580818e-08
1.29154967e+11	1.59068620e-08
1.66810054e+11	1.61552864e-08
2.15443469e+11	1.64019846e-08
2.78255940e+11	1.66530273e-08
3.59381366e+11	1.69129036e-08
4.64158883e+11	1.71235598e-08
5.99484250e+11	1.73030831e-08
7.74263683e+11	1.74734498e-08
1.00000000e+12	1.76504426e-08
1.29154967e+12	1.78551686e-08
1.66810054e+12	1.81103480e-08
2.15443469e+12	1.84496944e-08
2.78255940e+12	1.89273604e-08
3.59381366e+12	1.96450649e-08
4.64158883e+12	2.08067236e-08
5.99484250e+12	2.28199731e-08
7.74263683e+12	2.64302367e-08
1.00000000e+13	3.29382598e-08
1.29154967e+13	4.49578724e-08
1.66810054e+13	6.67098598e-08
2.15443469e+13	1.05064087e-07
2.78255940e+13	1.73718048e-07
3.59381366e+13	3.01056079e-07
4.64158883e+13	5.48057948e-07
5.99484250e+13	1.04857937e-06
7.74263683e+13	2.09167561e-06
1.00000000e+14	4.30938757e-06
1.29154967e+14	9.14260029e-06
1.66810054e+14	2.00963108e-05
2.15443469e+14	4.63865488e-05
2.78255940e+14	1.14009030e-04
3.59381366e+14	3.02835590e-04
4.64158883e+14	8.99525885e-04
5.99484250e+14	2.47240111e-03
7.74263683e+14	3.30544028e-03
1.00000000e+15	2.82287694e-03
1.29154967e+15	2.23722985e-03
1.66810054e+15	1.76705939e-03
2.15443469e+15	1.40257029e-03
2.78255940e+15	1.12088276e-03
3.59381366e+15	9.03780701e-04
4.64158883e+15	7.36937283e-04
5.99484250e+15	6.09098952e-04
7.74263683e+15	5.11505293e-04
1.00000000e+16	4.38210426e-04
1.29154967e+16	3.90290420e-04
1.66810054e+16	3.88717274e-04
2.15443469e+16	4.85084123e-04
2.78255940e+16	7.41811807e-04
3.59381366e+16	1.24191398e-03
4.64158883e+16	2.19302689e-03
5.99484250e+16	4.16527375e-03
7.74263683e+16	9.22702569e-03
1.00000000e+17	2.83300698e-02
1.29154967e+17	1.39910869e-01
1.66810054e+17	9.46968900e-01
2.15443469e+17	9.80755661e+00
2.78255940e+17	2.22407131e+02
3.59381366e+17	1.19150007e+04
4.64158883e+17	1.94769239e+06
5.99484250e+17	1.30364853e+09
7.74263683e+17	6.03045639e+12
1.00000000e+18	2.99008383e+17
1.29154967e+18	3.46731693e+23
1.66810054e+18	1.45062196e+31
2.15443469e+18	1.02467812e+41
2.78255940e+18	3.83121228e+53
3.59381366e+18	5.77180635e+69
4.64158883e+18	3.83250206e+90
5.99484250e+18	3.19830424e+117
7.74263683e+18	1.44701043e+152
1.00000000e+19	8.61280312e+196
1.29154967e+19	5.61773947e+254
