1.00000000e+11	1.60771318e+01
1.29154967e+11	1.26683242e+01
1.66810054e+11	9.98230349e+00
2.15443469e+11	7.86580777e+00
2.78255940e+11	6.19801388e+00
3.59381366e+11	4.88387508e+00
4.64158883e+11	3.84835110e+00
5.99484250e+11	3.03239864e+00
7.74263683e+11	2.38944314e+00
1.00000000e+12	1.88281760e+00
1.29154967e+12	1.48360835e+00
1.66810054e+12	1.16904353e+00
2.15443469e+12	9.21177582e-01
2.78255940e+12	7.25858888e-01
3.59381366e+12	5.71958894e-01
4.64158883e+12	4.50686763e-01
5.99484250e+12	3.55129266e-01
7.74263683e+12	2.79831630e-01
1.00000000e+13	2.20499975e-01
1.29154967e+13	1.73747736e-01
1.66810054e+13	1.36908545e-01
2.15443469e+13	1.07880616e-01
2.78255940e+13	8.50065835e-02
3.59381366e+13	6.69830031e-02
4.64158883e+13	5.27806396e-02
5.99484250e+13	4.15897570e-02
7.74263683e+13	3.27715355e-02
1.00000000e+14	2.58230809e-02
1.29154967e+14	2.03478815e-02
1.66810054e+14	1.60335888e-02
2.15443469e+14	1.26340753e-02
2.78255940e+14	9.95525570e-03
3.59381366e+14	7.84449306e-03
4.64158883e+14	6.18810420e-03
5.99484250e+14	4.88585977e-03
7.74263683e+14	3.83928504e-03
1.00000000e+15	3.01485070e-03
1.29154967e+15	2.37159642e-03
1.66810054e+15	1.87206055e-03
2.15443469e+15	1.48519176e-03
2.78255940e+15	1.18621066e-03
3.59381366e+15	9.55722107e-04
4.64158883e+15	7.78549930e-04
5.99484250e+15	6.42777073e-04
7.74263683e+15	5.39074906e-04
1.00000000e+16	4.60975378e-04
1.29154967e+16	4.08668764e-04
1.66810054e+16	4.01754282e-04
2.15443469e+16	4.91937993e-04
2.78255940e+16	7.44346142e-04
3.59381366e+16	1.24186102e-03
4.64158883e+16	2.18818159e-03
5.99484250e+16	4.14460265e-03
7.74263683e+16	9.12464332e-03
1.00000000e+17	2.77038803e-02
1.29154967e+17	1.35163521e-01
1.66810054e+17	9.11440526e-01
2.15443469e+17	9.24838549e+00
2.78255940e+17	2.07303301e+02
3.59381366e+17	1.08025403e+04
4.64158883e+17	1.71433353e+06
5.99484250e+17	1.14230471e+09
7.74263683e+17	5.08556994e+12
1.00000000e+18	2.37569419e+17
1.29154967e+18	2.63702165e+23
1.66810054e+18	1.08729652e+31
2.15443469e+18	7.39073741e+40
2.78255940e+18	2.65643019e+53
3.59381366e+18	3.77215403e+69
4.64158883e+18	2.39781245e+90
5.99484250e+18	1.84849416e+117
7.74263683e+18	7.72693206e+151
1.00000000e+19	4.29647501e+196
1.29154967e+19	2.45038004e+254
