5.00000000e+14	7.44291420e-06	5.14369690e+00
6.23514064e+14	1.42128864e-05	4.99480587e+00
7.77539577e+14	2.71579252e-05	4.72729600e+00
9.69613724e+14	5.19267753e-05	4.68447528e+00
1.20913559e+15	9.93586735e-05	4.76503620e+00
1.50782609e+15	1.90287733e-04	4.51220232e+00
1.88030155e+15	3.64846431e-04	4.71746380e+00
2.34478892e+15	7.00558338e-04	4.40546524e+00
2.92401774e+15	1.34771530e-03	4.35274290e+00
3.64633237e+15	2.59903213e-03	4.31279188e+00
4.54707903e+15	5.02800907e-03	4.27418079e+00
5.67033545e+15	9.76690376e-03	4.27482757e+00
7.07106781e+15	1.90733422e-02	4.26880244e+00
8.81782046e+15	3.75070124e-02	4.21684183e+00
1.09960702e+16	7.44325212e-02	4.23085213e+00
1.37124088e+16	1.49508569e-01	4.21183762e+00
1.70997595e+16	3.05203694e-01	4.18721658e+00
2.13238811e+16	6.36755782e-01	4.10372960e+00
2.65914795e+16	1.36830863e+00	4.12924680e+00
3.31603229e+16	3.06087307e+00	4.16429635e+00
4.13518554e+16	7.23114584e+00	9.09719414e+00
5.15669269e+16	1.83884699e+01	2.31337445e+01
6.43054083e+16	5.15894493e+01	6.49024714e+01
8.01906530e+16	1.64741564e+02	2.07254290e+02
1.00000000e+17	6.22607992e+02	7.83276385e+02
