5.00000000e+14	5.11075709e-06	3.53197480e+00
6.23514064e+14	1.22066470e-05	4.28975723e+00
7.77539577e+14	2.58728189e-05	4.50360153e+00
9.69613724e+14	5.10426978e-05	4.60471991e+00
1.20913559e+15	9.84053087e-05	4.71931483e+00
1.50782609e+15	1.88637701e-04	4.47307591e+00
1.88030155e+15	3.61715403e-04	4.67697964e+00
2.34478892e+15	6.94551118e-04	4.36768881e+00
2.92401774e+15	1.33616003e-03	4.31542260e+00
3.64633237e+15	2.57675820e-03	4.27583088e+00
4.54707903e+15	4.98500353e-03	4.23762288e+00
5.67033545e+15	9.68357513e-03	4.23835587e+00
7.07106781e+15	1.89110285e-02	4.23247503e+00
8.81782046e+15	3.71881697e-02	4.18099495e+00
1.09960702e+16	7.37997772e-02	4.19488611e+00
1.37124088e+16	1.48236784e-01	4.17600993e+00
1.70997595e+16	3.02607062e-01	4.15159233e+00
2.13238811e+16	6.31342531e-01	4.06884260e+00
2.65914795e+16	1.35668294e+00	4.09416309e+00
3.31603229e+16	3.03484366e+00	4.12888353e+00
4.13518554e+16	7.16932910e+00	9.01942515e+00
5.15669269e+16	1.82295891e+01	2.29338635e+01
6.43054083e+16	5.11354483e+01	6.43313122e+01
8.01906530e+16	1.63254464e+02	2.05383432e+02
1.00000000e+17	6.16811805e+02	7.75984452e+02
