4.923027474160355e-08	2.4086910151322665e-08	1.3940235062411611e-08	3.340177483344209e-09	5.3293706314045794e-09	2.8439585738662043e-09	3.588843858877903e-09	2.80868725441947e-09	3.2042499578243258e-09	3.933464491689428e-09	5.633401504550689e-09	1.4455663675103817e-09	9.959661927090258e-10	1.8501352348256059e-09	7.011854992504522e-10	1.6269222807618003e-09	9.927946413947146e-10	9.521789304392812e-10	5.997888528216784e-10
4.9293301483510596e-08	2.4117780065900663e-08	1.3958088176209786e-08	3.344454843888654e-09	5.3361974797606456e-09	2.8476016432371873e-09	3.5934401577700255e-09	2.812281738063667e-09	3.2083526466195734e-09	3.93850124734258e-09	5.640622490173594e-09	1.4474175529928797e-09	9.972418592709581e-10	1.8525040848810997e-09	7.020839574482575e-10	1.6290067168530956e-09	9.940669948904044e-10	9.534013400811144e-10	6.005594629861528e-10
4.9356387506544916e-08	2.4148651742771934e-08	1.3975938360894235e-08	3.348731294686549e-09	5.343022786590205e-09	2.8512453259925843e-09	3.5980371034459637e-09	2.8158814506083252e-09	3.212457293820452e-09	3.9435384746812205e-09	5.64783786799613e-09	1.4492700854579733e-09	9.985171683895484e-10	1.854874260343884e-09	7.029820669156738e-10	1.6310931035929882e-09	9.953397175945482e-10	9.546229510861523e-10	6.013297484144944e-10
4.9419521698004916e-08	2.4179534490644684e-08	1.3993818798721274e-08	3.3530168678552385e-09	5.349861240087966e-09	2.8548934862140004e-09	3.602641746406936e-09	2.8194844241975984e-09	3.216567264336294e-09	3.948586204978319e-09	5.655064415596574e-09	1.4511230733291748e-09	9.997945851386441e-10	1.8572479314042454e-09	7.038822342466816e-10	1.6331814749811874e-09	9.96615313332353e-10	9.558464777463344e-10	6.021003892917722e-10
4.948203733049307e-08	2.4210136694022586e-08	1.4011549819126102e-08	3.3572581376126145e-09	5.3566288344320344e-09	2.8585041470114027e-09	3.6071990214738496e-09	2.8230489976829114e-09	3.220638274323999e-09	3.953585964315622e-09	5.662218948912381e-09	1.452958312683517e-09	1.0010588565368158e-09	1.8595973560851116e-09	7.047726798183723e-10	1.635249128695852e-09	9.97877036114344e-10	9.570569423118164e-10	6.02863257598334e-10
4.954447638172023e-08	2.424065757696493e-08	1.4029204092573839e-08	3.361497750351604e-09	5.3633863784486675e-09	2.8621114284905556e-09	3.611751395863841e-09	2.8266124181548703e-09	3.2247012275628775e-09	3.9585666043617565e-09	5.6693562611396285e-09	1.454790176404734e-09	1.0023215153044107e-09	1.8619430777794874e-09	7.056618235695034e-10	1.6373132361981585e-09	9.99136986775462e-10	9.582668124966421e-10	6.036257263808828e-10
4.960702542438309e-08	2.42712459073807e-08	1.4046904581388239e-08	3.3657352628525e-09	5.370152946487983e-09	2.865722222385846e-09	3.616307172214258e-09	2.830177861189799e-09	3.228766333647266e-09	3.963561050939836e-09	5.6765064728355285e-09	1.4566250240486468e-09	1.0035854107883363e-09	1.8642926572984375e-09	7.065524174755493e-10	1.63938052872601e-09	1.0003995773113257e-09	9.594775313823409e-10	6.043900430973679e-10
4.966887809603954e-08	2.4301538964941803e-08	1.4064427650326054e-08	3.369934037449003e-09	5.376852942307126e-09	2.8692967496584164e-09	3.6208176248728962e-09	2.8337076048171915e-09	3.2327946646689726e-09	3.968506352995007e-09	5.683588263461522e-09	1.4584431145788138e-09	1.0048372178450258e-09	1.8666173337816814e-09	7.074344746057982e-10	1.6414258445109561e-09	1.0016486918015896e-09	9.606771635012535e-10	6.051455182106905e-10
4.973072136809777e-08	2.4331799582294634e-08	1.40819445768394e-08	3.37412842729946e-09	5.3835482911539125e-09	2.872869385127634e-09	3.6253261698167725e-09	2.8372352684619766e-09	3.236818616514455e-09	3.9734464483679704e-09	5.690671139077974e-09	1.46025658561457e-09	1.0060880965529345e-09	1.8689427246261433e-09	7.083154087973236e-10	1.6434726119080366e-09	1.0028973459699303e-09	9.618753485160398e-10	6.05900947136658e-10
4.979266781659014e-08	2.4362124902882293e-08	1.4099487078246891e-08	3.378338506117875e-09	5.390257297994934e-09	2.876450115837982e-09	3.6298435814759117e-09	2.8407726711049685e-09	3.2408548455215465e-09	3.978399175361448e-09	5.6977550420067085e-09	1.4620773087654865e-09	1.0073413442490472e-09	1.8712704496555955e-09	7.091986281263255e-10	1.6455217985847319e-09	1.004149642328411e-09	9.630767169977292e-10	6.066575546390845e-10
4.985384692494017e-08	2.4392024187177528e-08	1.4116802890470644e-08	3.38248619423536e-09	5.396876020447693e-09	2.879981472298348e-09	3.6343006222260175e-09	2.8442605554521464e-09	3.2448324804948762e-09	3.9832810261224095e-09	5.7047456066918105e-09	1.4638735303460918e-09	1.008577619477364e-09	1.873567751317538e-09	7.100696981991363e-10	1.6475446218262913e-09	1.005383653335918e-09	9.642604895397812e-10	6.074039812283081e-10
4.991509923250516e-08	2.4421994015443813e-08	1.4134138945740663e-08	3.3866414205719846e-09	5.40350321069562e-09	2.883519185106965e-09	3.638765647340635e-09	2.847753388687473e-09	3.2488177878276523e-09	3.988170949801538e-09	5.711756804626496e-09	1.4656698344848635e-09	1.0098161982956932e-09	1.875868879732348e-09	7.109417791272883e-10	1.6495697961734218e-09	1.0066193648915349e-09	9.654478275088274e-10	6.081519759765359e-10
4.997622482946986e-08	2.4451912412630113e-08	1.4151472721069682e-08	3.39078897734575e-09	5.410125768412499e-09	2.887052019845165e-09	3.643222730919871e-09	2.8512417475293347e-09	3.252797029279696e-09	3.9930585930251265e-09	5.718754747492896e-09	1.4674658723388957e-09	1.0110528342321775e-09	1.8781675063707213e-09	7.118135892560216e-10	1.6515930602407431e-09	1.0078549572560262e-09	9.666335517541956e-10	6.088999888873317e-10
5.0036812253832394e-08	2.448155125866258e-08	1.4168616059094131e-08	3.3948996125993953e-09	5.416680081151338e-09	2.8905509481660153e-09	3.647638221224012e-09	2.854696666413439e-09	3.2567393664650606e-09	3.997899723289148e-09	5.725681915040512e-09	1.4692424190634626e-09	1.0122779096330268e-09	1.880443929684597e-09	7.126764615103853e-10	1.653596250914482e-09	1.0090773329173247e-09	9.678066878638645e-10	6.096396869562355e-10
5.009737183142813e-08	2.451117252474355e-08	1.4185769291905538e-08	3.3990075979114487e-09	5.423240251550175e-09	2.8940489865074915e-09	3.652052763297117e-09	2.8581523225160337e-09	3.2606788747651378e-09	4.0027355276353825e-09	5.732608956138596e-09	1.4710203881496247e-09	1.0135023345099584e-09	1.8827184647752476e-09	7.135388347733642e-10	1.6555993840530079e-09	1.010300361295621e-09	9.689811436857293e-10	6.103792703922293e-10
5.0157409255950856e-08	2.454055832065501e-08	1.4202782455466761e-08	3.4030789475525627e-09	5.4297419887494356e-09	2.8975189682408316e-09	3.6564318040378087e-09	2.861580310337751e-09	3.264589062986336e-09	4.0075320591128105e-09	5.739481181498427e-09	1.4727832669889685e-09	1.0147168958513712e-09	1.8849768456976554e-09	7.143950255692092e-10	1.657586094541471e-09	1.0115137027852529e-09	9.701454469204512e-10	6.111135914953941e-10
5.021757692894565e-08	2.4570000635338573e-08	1.4219809370391771e-08	3.407164756267371e-09	5.436251817489545e-09	2.9009932625496754e-09	3.6608157132592574e-09	2.8650102050071623e-09	3.2685042027281886e-09	4.01233889812897e-09	5.746364240264079e-09	1.4745514873522685e-09	1.0159333091154607e-09	1.887236698536699e-09	7.152520354893061e-10	1.659576371907496e-09	1.0127280660057363e-09	9.713113875611498e-10	6.118486454187549e-10
5.0277074064364066e-08	2.4599091450949062e-08	1.4236655422094497e-08	3.4111979916912807e-09	5.442689175813192e-09	2.904429307716362e-09	3.665151130830074e-09	2.8684039312856886e-09	3.272375376609255e-09	4.01709032176092e-09	5.753169671788925e-09	1.4762960928349034e-09	1.0171359769706238e-09	1.8894720210964957e-09	7.160991137510029e-10	1.6615436988717552e-09	1.0139293585941903e-09	9.724642646341379e-10	6.12576012176591e-10
5.033645708410423e-08	2.4628143225578185e-08	1.4253455939896633e-08	3.415227033943691e-09	5.449116023238887e-09	2.9078594159070096e-09	3.6694800505808645e-09	2.8717911425693795e-09	3.2762378478875478e-09	4.021832338131965e-09	5.7599594524687895e-09	1.4780395321780629e-09	1.018336619273336e-09	1.8917031214244694e-09	7.169450839499945e-10	1.6635080997985559e-09	1.0151284711286683e-09	9.736166642233772e-10	6.133015013502385e-10
5.0395331973077834e-08	2.4656975644183547e-08	1.4270144556222495e-08	3.419228995538129e-09	5.4554913248953366e-09	2.911262082101051e-09	3.6737746385166544e-09	2.875151337208766e-09	3.2800719855260454e-09	4.026539669400163e-09	5.766699106183925e-09	1.4797667525061006e-09	1.0195285730403955e-09	1.8939168117398153e-09	7.177841614972321e-10	1.6654561851143555e-09	1.0163192518365346e-09	9.747578516310223e-10	6.140218004123828e-10
5.045434280140747e-08	2.4685825176555465e-08	1.428683742751843e-08	3.423228120811145e-09	5.461881926520761e-09	2.9146700715068476e-09	3.678073794260424e-09	2.8785160842169238e-09	3.28391049374492e-09	4.031253926376512e-09	5.773447026172085e-09	1.4814997513314636e-09	1.0207206538348734e-09	1.8961339593748334e-09	7.186249340231219e-10	1.6674093522510086e-09	1.0175107734689796e-09	9.759018015172106e-10	6.147424858424424e-10
5.051250069861613e-08	2.471427100355249e-08	1.4303318565916039e-08	3.42717452789346e-09	5.46817792819756e-09	2.9180292638958897e-09	3.6823134123758434e-09	2.8818351084851254e-09	3.2876952745631257e-09	4.035896376392503e-09	5.780097954983945e-09	1.483205534692245e-09	1.0218965910340466e-09	1.8983178415374186e-09	7.194534466525225e-10	1.6693320084295762e-09	1.0186854115467539e-09	9.770294804130682e-10	6.154535231149475e-10
5.057066511925996e-08	2.4742738133185248e-08	1.4319769022777278e-08	3.4311192914917185e-09	5.474469670598898e-09	2.9213882137056637e-09	3.6865508514279248e-09	2.885152631351082e-09	3.2914797842452044e-09	4.040543099098385e-09	5.7867513140818525e-09	1.4849121391682182e-09	1.0230719698847176e-09	1.90050461107134e-09	7.202824673010618e-10	1.671256574667585e-09	1.0198602602092487e-09	9.781574984865129e-10	6.161648150143696e-10
5.0628522274833885e-08	2.477105142151114e-08	1.4336160882616565e-08	3.435042886253614e-09	5.480736530635711e-09	2.9247315739997924e-09	3.6907709813813543e-09	2.888453306395506e-09	3.295247145345326e-09	4.04516816918874e-09	5.79337497539705e-09	1.4866112238521186e-09	1.0242433673612137e-09	1.902678530770211e-09	7.211068539769314e-10	1.6731721334720047e-09	1.0210294120710621e-09	9.792808359984976e-10	6.168732611947053e-10
5.068582281459217e-08	2.4799093567514956e-08	1.4352403448742611e-08	3.4389328046284414e-09	5.486938258924437e-09	2.928042604671778e-09	3.6949485190846977e-09	2.8917218229033393e-09	3.298975588745348e-09	4.049745225049897e-09	5.799931138084099e-09	1.4882930844366634e-09	1.0254009095521678e-09	1.904832608006669e-09	7.219236697086858e-10	1.6750676897051185e-09	1.0221875031642163e-09	9.803924319012044e-10	6.175736953003458e-10
5.074290731663801e-08	2.482700693108864e-08	1.4368558321998962e-08	3.442806358349785e-09	5.493122202089329e-09	2.9313385443516785e-09	3.69910837188907e-09	2.894977646270915e-09	3.302688610348938e-09	4.054299606418932e-09	5.8064579254463905e-09	1.4899677841931223e-09	1.0265553716376645e-09	1.9069766408352405e-09	7.227364331230711e-10	1.6769558409027953e-09	1.0233398054237896e-09	9.814990992356292e-10	6.182721275609987e-10
5.079944453847801e-08	2.485467677562628e-08	1.4384577218020722e-08	3.4466427922551775e-09	5.49923929352714e-09	2.934604104727441e-09	3.703229578182317e-09	2.898203255328627e-09	3.3063711521959573e-09	4.058818100936473e-09	5.812927014692563e-09	1.4916270293662836e-09	1.0276966931975095e-09	1.9091010593387916e-09	7.235423638619797e-10	1.6788265195972322e-09	1.0244827245372969e-09	9.825962981028521e-10	6.189639927805909e-10
5.085553745085879e-08	2.4882139049738435e-08	1.4400452972215409e-08	3.4504490734341466e-09	5.505302477288583e-09	2.937843670268406e-09	3.7073189414407164e-09	2.9014038038658194e-09	3.310020170969528e-09	4.063299313884108e-09	5.819343459838733e-09	1.4932736578737973e-09	1.028832498859608e-09	1.9112095236648423e-09	7.243416663615861e-10	1.6806844018267713e-09	1.0256162508953919e-09	9.836844465470615e-10	6.196498550969681e-10
