1.000000000000000056e-01 1.004882812500000000e+00
1.024024024024024065e-01 1.004882812500000000e+00
1.048048048048048075e-01 1.004882812500000000e+00
1.072072072072072085e-01 1.004882812500000000e+00
1.096096096096096095e-01 1.004882812500000000e+00
1.120120120120120244e-01 1.004882812500000000e+00
1.144144144144144115e-01 1.004882812500000000e+00
1.168168168168168264e-01 1.004882812500000000e+00
1.192192192192192274e-01 1.004882812500000000e+00
1.216216216216216284e-01 1.004882812500000000e+00
1.240240240240240294e-01 1.004882812500000000e+00
1.264264264264264304e-01 1.004882812500000000e+00
1.288288288288288452e-01 1.004882812500000000e+00
1.312312312312312323e-01 1.004882812500000000e+00
1.336336336336336472e-01 1.006835937500000000e+00
1.360360360360360343e-01 1.006835937500000000e+00
1.384384384384384492e-01 1.006835937500000000e+00
1.408408408408408363e-01 1.006835937500000000e+00
1.432432432432432512e-01 1.006835937500000000e+00
1.456456456456456383e-01 1.006835937500000000e+00
1.480480480480480532e-01 1.006835937500000000e+00
1.504504504504504681e-01 1.006835937500000000e+00
1.528528528528528552e-01 1.006835937500000000e+00
1.552552552552552423e-01 1.006835937500000000e+00
1.576576576576576572e-01 1.006835937500000000e+00
1.600600600600600720e-01 1.006835937500000000e+00
1.624624624624624591e-01 1.006835937500000000e+00
1.648648648648648740e-01 1.006835937500000000e+00
1.672672672672672611e-01 1.008789062500000000e+00
1.696696696696696760e-01 1.008789062500000000e+00
1.720720720720720909e-01 1.008789062500000000e+00
1.744744744744744780e-01 1.008789062500000000e+00
1.768768768768768651e-01 1.008789062500000000e+00
1.792792792792792800e-01 1.008789062500000000e+00
1.816816816816816949e-01 1.008789062500000000e+00
1.840840840840840820e-01 1.008789062500000000e+00
1.864864864864864691e-01 1.008789062500000000e+00
1.888888888888888840e-01 1.008789062500000000e+00
1.912912912912912988e-01 1.008789062500000000e+00
1.936936936936937137e-01 1.010742187500000000e+00
1.960960960960961008e-01 1.010742187500000000e+00
1.984984984984984879e-01 1.010742187500000000e+00
2.009009009009009028e-01 1.010742187500000000e+00
2.033033033033033177e-01 1.010742187500000000e+00
2.057057057057057048e-01 1.010742187500000000e+00
2.081081081081080919e-01 1.010742187500000000e+00
2.105105105105105068e-01 1.010742187500000000e+00
2.129129129129129216e-01 1.010742187500000000e+00
2.153153153153153088e-01 1.010742187500000000e+00
2.177177177177177236e-01 1.012695312500000000e+00
2.201201201201201108e-01 1.012695312500000000e+00
2.225225225225225256e-01 1.012695312500000000e+00
2.249249249249249405e-01 1.012695312500000000e+00
2.273273273273273276e-01 1.012695312500000000e+00
2.297297297297297425e-01 1.012695312500000000e+00
2.321321321321321296e-01 1.012695312500000000e+00
2.345345345345345445e-01 1.012695312500000000e+00
2.369369369369369316e-01 1.012695312500000000e+00
2.393393393393393465e-01 1.014648437500000000e+00
2.417417417417417336e-01 1.014648437500000000e+00
2.441441441441441484e-01 1.014648437500000000e+00
2.465465465465465356e-01 1.014648437500000000e+00
2.489489489489489504e-01 1.014648437500000000e+00
2.513513513513513375e-01 1.014648437500000000e+00
2.537537537537537524e-01 1.014648437500000000e+00
2.561561561561561673e-01 1.014648437500000000e+00
2.585585585585585822e-01 1.016601562500000000e+00
2.609609609609609970e-01 1.016601562500000000e+00
2.633633633633633564e-01 1.016601562500000000e+00
2.657657657657657713e-01 1.016601562500000000e+00
2.681681681681681306e-01 1.016601562500000000e+00
2.705705705705705455e-01 1.016601562500000000e+00
2.729729729729729604e-01 1.016601562500000000e+00
2.753753753753753752e-01 1.016601562500000000e+00
2.777777777777777901e-01 1.018554687500000000e+00
2.801801801801802050e-01 1.018554687500000000e+00
2.825825825825826199e-01 1.018554687500000000e+00
2.849849849849849792e-01 1.018554687500000000e+00
2.873873873873873941e-01 1.018554687500000000e+00
2.897897897897897534e-01 1.018554687500000000e+00
2.921921921921921683e-01 1.018554687500000000e+00
2.945945945945945832e-01 1.020507812500000000e+00
2.969969969969969981e-01 1.020507812500000000e+00
2.993993993993994129e-01 1.020507812500000000e+00
3.018018018018018278e-01 1.020507812500000000e+00
3.042042042042041872e-01 1.020507812500000000e+00
3.066066066066066020e-01 1.020507812500000000e+00
3.090090090090090169e-01 1.020507812500000000e+00
3.114114114114113763e-01 1.022460937500000000e+00
3.138138138138137911e-01 1.022460937500000000e+00
3.162162162162162060e-01 1.022460937500000000e+00
3.186186186186186209e-01 1.022460937500000000e+00
3.210210210210210358e-01 1.022460937500000000e+00
3.234234234234234506e-01 1.022460937500000000e+00
3.258258258258258100e-01 1.024414062500000000e+00
3.282282282282282249e-01 1.024414062500000000e+00
3.306306306306305842e-01 1.024414062500000000e+00
3.330330330330329991e-01 1.024414062500000000e+00
3.354354354354354140e-01 1.024414062500000000e+00
3.378378378378378288e-01 1.024414062500000000e+00
3.402402402402402437e-01 1.026367187500000000e+00
3.426426426426426586e-01 1.026367187500000000e+00
3.450450450450450735e-01 1.026367187500000000e+00
3.474474474474474328e-01 1.026367187500000000e+00
3.498498498498498477e-01 1.026367187500000000e+00
3.522522522522522070e-01 1.026367187500000000e+00
3.546546546546546219e-01 1.028320312500000000e+00
3.570570570570570368e-01 1.028320312500000000e+00
3.594594594594594517e-01 1.028320312500000000e+00
3.618618618618618665e-01 1.028320312500000000e+00
3.642642642642642814e-01 1.028320312500000000e+00
3.666666666666666963e-01 1.028320312500000000e+00
3.690690690690691111e-01 1.030273437500000000e+00
